"","unique_genes","total_in","total_out","norm_reldif","stresscat"
"1","POLD1",11,1,0.91304347826087,"dna"
"2","CHEK2",11,1,0.91304347826087,"dna"
"3","ERCC4",11,1,0.91304347826087,"dna"
"4","LIG1",10,1,0.904761904761905,"dna"
"5","CHEK1",10,1,0.904761904761905,"dna"
"6","FEN1",9,1,0.894736842105263,"dna"
"7","POLE",9,1,0.894736842105263,"dna"
"8","RPA4",9,1,0.894736842105263,"dna"
"9","ERCC5",9,1,0.894736842105263,"dna"
"10","POLD3",9,1,0.894736842105263,"dna"
"11","POLD4",9,1,0.894736842105263,"dna"
"12","RFC2",9,1,0.894736842105263,"dna"
"13","RFC3",9,1,0.894736842105263,"dna"
"14","RFC4",9,1,0.894736842105263,"dna"
"15","RFC5",9,1,0.894736842105263,"dna"
"16","GADD45A",8,1,0.882352941176471,"dna"
"17","AC016586.1",8,1,0.882352941176471,"dna"
"18","DNA2",8,1,0.882352941176471,"dna"
"19","POLL",8,1,0.882352941176471,"dna"
"20","POLQ",8,1,0.882352941176471,"dna"
"21","WRN",8,1,0.882352941176471,"dna"
"22","ABRAXAS1",8,1,0.882352941176471,"dna"
"23","BABAM1",8,1,0.882352941176471,"dna"
"24","BABAM2",8,1,0.882352941176471,"dna"
"25","BRCA1",8,1,0.882352941176471,"dna"
"26","BRCC3",8,1,0.882352941176471,"dna"
"27","DDB2",8,1,0.882352941176471,"dna"
"28","ERCC8",8,1,0.882352941176471,"dna"
"29","GTF2H3",8,1,0.882352941176471,"dna"
"30","KDM1A",8,1,0.882352941176471,"dna"
"31","MAD2L2",8,1,0.882352941176471,"dna"
"32","PAXIP1",8,1,0.882352941176471,"dna"
"33","POLD2",8,1,0.882352941176471,"dna"
"34","PRKDC",8,1,0.882352941176471,"dna"
"35","RAD51",8,1,0.882352941176471,"dna"
"36","RAD52",8,1,0.882352941176471,"dna"
"37","UIMC1",8,1,0.882352941176471,"dna"
"38","ZNF385A",8,1,0.882352941176471,"dna"
"39","HMGA2",7,1,0.866666666666667,"dna"
"40","LIG3",7,1,0.866666666666667,"dna"
"41","MBD4",7,1,0.866666666666667,"dna"
"42","MPG",7,1,0.866666666666667,"dna"
"43","NTHL1",7,1,0.866666666666667,"dna"
"44","PARP2",7,1,0.866666666666667,"dna"
"45","XPA",7,1,0.866666666666667,"dna"
"46","BLM",7,1,0.866666666666667,"dna"
"47","BRCA2",7,1,0.866666666666667,"dna"
"48","CCNH",7,1,0.866666666666667,"dna"
"49","CDK7",7,1,0.866666666666667,"dna"
"50","CETN2",7,1,0.866666666666667,"dna"
"51","CUL4A",7,1,0.866666666666667,"dna"
"52","DCLRE1A",7,1,0.866666666666667,"dna"
"53","DCLRE1B",7,1,0.866666666666667,"dna"
"54","DCLRE1C",7,1,0.866666666666667,"dna"
"55","DDB1",7,1,0.866666666666667,"dna"
"56","EME1",7,1,0.866666666666667,"dna"
"57","EME2",7,1,0.866666666666667,"dna"
"58","EXO1",7,1,0.866666666666667,"dna"
"59","EYA1",7,1,0.866666666666667,"dna"
"60","EYA3",7,1,0.866666666666667,"dna"
"61","FAN1",7,1,0.866666666666667,"dna"
"62","FANCB",7,1,0.866666666666667,"dna"
"63","FOXM1",7,1,0.866666666666667,"dna"
"64","GEN1",7,1,0.866666666666667,"dna"
"65","GTF2H2",7,1,0.866666666666667,"dna"
"66","GTF2H4",7,1,0.866666666666667,"dna"
"67","GTF2H5",7,1,0.866666666666667,"dna"
"68","KAT5",7,1,0.866666666666667,"dna"
"69","MGMT",7,1,0.866666666666667,"dna"
"70","MLH1",7,1,0.866666666666667,"dna"
"71","MRE11",7,1,0.866666666666667,"dna"
"72","MSH2",7,1,0.866666666666667,"dna"
"73","MUS81",7,1,0.866666666666667,"dna"
"74","NBN",7,1,0.866666666666667,"dna"
"75","NSD2",7,1,0.866666666666667,"dna"
"76","NUDT16",7,1,0.866666666666667,"dna"
"77","PIAS4",7,1,0.866666666666667,"dna"
"78","PMS2",7,1,0.866666666666667,"dna"
"79","POLE2",7,1,0.866666666666667,"dna"
"80","POLH",7,1,0.866666666666667,"dna"
"81","POLR2A",7,1,0.866666666666667,"dna"
"82","POLR2C",7,1,0.866666666666667,"dna"
"83","POLR2E",7,1,0.866666666666667,"dna"
"84","POLR2F",7,1,0.866666666666667,"dna"
"85","POLR2G",7,1,0.866666666666667,"dna"
"86","POLR2H",7,1,0.866666666666667,"dna"
"87","POLR2I",7,1,0.866666666666667,"dna"
"88","POLR2J",7,1,0.866666666666667,"dna"
"89","POLR2K",7,1,0.866666666666667,"dna"
"90","PPP4C",7,1,0.866666666666667,"dna"
"91","PPP4R2",7,1,0.866666666666667,"dna"
"92","RAD50",7,1,0.866666666666667,"dna"
"93","RAD51AP1",7,1,0.866666666666667,"dna"
"94","RAD51C",7,1,0.866666666666667,"dna"
"95","RAD9A",7,1,0.866666666666667,"dna"
"96","RBBP8",7,1,0.866666666666667,"dna"
"97","RFC1",7,1,0.866666666666667,"dna"
"98","RFWD3",7,1,0.866666666666667,"dna"
"99","RIF1",7,1,0.866666666666667,"dna"
"100","RMI2",7,1,0.866666666666667,"dna"
"101","RNF168",7,1,0.866666666666667,"dna"
"102","RNF8",7,1,0.866666666666667,"dna"
"103","RPL26",7,1,0.866666666666667,"dna"
"104","RTEL1",7,1,0.866666666666667,"dna"
"105","SETMAR",7,1,0.866666666666667,"dna"
"106","SLX1A",7,1,0.866666666666667,"dna"
"107","SLX1B",7,1,0.866666666666667,"dna"
"108","SLX4",7,1,0.866666666666667,"dna"
"109","SPIDR",7,1,0.866666666666667,"dna"
"110","TDP1",7,1,0.866666666666667,"dna"
"111","TDP2",7,1,0.866666666666667,"dna"
"112","TERF2IP",7,1,0.866666666666667,"dna"
"113","TIMELESS",7,1,0.866666666666667,"dna"
"114","TNKS1BP1",7,1,0.866666666666667,"dna"
"115","TP53BP1",7,1,0.866666666666667,"dna"
"116","UBE2N",7,1,0.866666666666667,"dna"
"117","UBE2V2",7,1,0.866666666666667,"dna"
"118","XPC",7,1,0.866666666666667,"dna"
"119","XRCC3",7,1,0.866666666666667,"dna"
"120","ZMPSTE24",7,1,0.866666666666667,"dna"
"121","APEX2",6,1,0.846153846153846,"dna"
"122","FAM168A",6,1,0.846153846153846,"dna"
"123","MUTYH",6,1,0.846153846153846,"dna"
"124","NEIL1",6,1,0.846153846153846,"dna"
"125","NEIL2",6,1,0.846153846153846,"dna"
"126","NEIL3",6,1,0.846153846153846,"dna"
"127","RECQL4",6,1,0.846153846153846,"dna"
"128","SMUG1",6,1,0.846153846153846,"dna"
"129","TDG",6,1,0.846153846153846,"dna"
"130","USP47",6,1,0.846153846153846,"dna"
"131","ACTR5",6,1,0.846153846153846,"dna"
"132","ANKLE1",6,1,0.846153846153846,"dna"
"133","APLF",6,1,0.846153846153846,"dna"
"134","AUNIP",6,1,0.846153846153846,"dna"
"135","BARD1",6,1,0.846153846153846,"dna"
"136","BID",6,1,0.846153846153846,"dna"
"137","CGAS",6,1,0.846153846153846,"dna"
"138","CNOT1",6,1,0.846153846153846,"dna"
"139","CNOT6L",6,1,0.846153846153846,"dna"
"140","CNOT8",6,1,0.846153846153846,"dna"
"141","CUL4B",6,1,0.846153846153846,"dna"
"142","CYREN",6,1,0.846153846153846,"dna"
"143","DDX1",6,1,0.846153846153846,"dna"
"144","DDX5",6,1,0.846153846153846,"dna"
"145","DEK",6,1,0.846153846153846,"dna"
"146","DTL",6,1,0.846153846153846,"dna"
"147","DTX3L",6,1,0.846153846153846,"dna"
"148","DYRK1A",6,1,0.846153846153846,"dna"
"149","DYRK3",6,1,0.846153846153846,"dna"
"150","EXD2",6,1,0.846153846153846,"dna"
"151","EYA2",6,1,0.846153846153846,"dna"
"152","EYA4",6,1,0.846153846153846,"dna"
"153","FANCM",6,1,0.846153846153846,"dna"
"154","FBH1",6,1,0.846153846153846,"dna"
"155","FIGN",6,1,0.846153846153846,"dna"
"156","FIGNL1",6,1,0.846153846153846,"dna"
"157","FIGNL2",6,1,0.846153846153846,"dna"
"158","GTSE1",6,1,0.846153846153846,"dna"
"159","HELB",6,1,0.846153846153846,"dna"
"160","HERC2",6,1,0.846153846153846,"dna"
"161","HIC1",6,1,0.846153846153846,"dna"
"162","HIST1H4A",6,1,0.846153846153846,"dna"
"163","HIST1H4B",6,1,0.846153846153846,"dna"
"164","HIST1H4C",6,1,0.846153846153846,"dna"
"165","HIST1H4D",6,1,0.846153846153846,"dna"
"166","HIST1H4E",6,1,0.846153846153846,"dna"
"167","HIST1H4F",6,1,0.846153846153846,"dna"
"168","HIST1H4H",6,1,0.846153846153846,"dna"
"169","HIST1H4I",6,1,0.846153846153846,"dna"
"170","HIST1H4J",6,1,0.846153846153846,"dna"
"171","HIST1H4K",6,1,0.846153846153846,"dna"
"172","HIST1H4L",6,1,0.846153846153846,"dna"
"173","HIST2H4A",6,1,0.846153846153846,"dna"
"174","HIST2H4B",6,1,0.846153846153846,"dna"
"175","HIST3H3",6,1,0.846153846153846,"dna"
"176","HIST4H4",6,1,0.846153846153846,"dna"
"177","HUS1",6,1,0.846153846153846,"dna"
"178","INO80",6,1,0.846153846153846,"dna"
"179","KDM4D",6,1,0.846153846153846,"dna"
"180","KMT5A",6,1,0.846153846153846,"dna"
"181","MAGEF1",6,1,0.846153846153846,"dna"
"182","MARCH7",6,1,0.846153846153846,"dna"
"183","MDC1",6,1,0.846153846153846,"dna"
"184","MEIOB",6,1,0.846153846153846,"dna"
"185","MIR221",6,1,0.846153846153846,"dna"
"186","MMS19",6,1,0.846153846153846,"dna"
"187","MRNIP",6,1,0.846153846153846,"dna"
"188","MSH3",6,1,0.846153846153846,"dna"
"189","MSH6",6,1,0.846153846153846,"dna"
"190","MSX1",6,1,0.846153846153846,"dna"
"191","NHEJ1",6,1,0.846153846153846,"dna"
"192","NSMCE1",6,1,0.846153846153846,"dna"
"193","NUDT16L1",6,1,0.846153846153846,"dna"
"194","OTUB1",6,1,0.846153846153846,"dna"
"195","PALB2",6,1,0.846153846153846,"dna"
"196","PARG",6,1,0.846153846153846,"dna"
"197","PARP3",6,1,0.846153846153846,"dna"
"198","PARP9",6,1,0.846153846153846,"dna"
"199","PARPBP",6,1,0.846153846153846,"dna"
"200","PCBP4",6,1,0.846153846153846,"dna"
"201","PIDD1",6,1,0.846153846153846,"dna"
"202","PLA2R1",6,1,0.846153846153846,"dna"
"203","PNKP",6,1,0.846153846153846,"dna"
"204","POLA1",6,1,0.846153846153846,"dna"
"205","POLN",6,1,0.846153846153846,"dna"
"206","POLR2B",6,1,0.846153846153846,"dna"
"207","POLR2L",6,1,0.846153846153846,"dna"
"208","PTTG1IP",6,1,0.846153846153846,"dna"
"209","PYHIN1",6,1,0.846153846153846,"dna"
"210","RAD1",6,1,0.846153846153846,"dna"
"211","RAD23A",6,1,0.846153846153846,"dna"
"212","RAD51B",6,1,0.846153846153846,"dna"
"213","RAD51D",6,1,0.846153846153846,"dna"
"214","RAD9B",6,1,0.846153846153846,"dna"
"215","RADX",6,1,0.846153846153846,"dna"
"216","RCHY1",6,1,0.846153846153846,"dna"
"217","RECQL5",6,1,0.846153846153846,"dna"
"218","REV3L",6,1,0.846153846153846,"dna"
"219","RMI1",6,1,0.846153846153846,"dna"
"220","RNF169",6,1,0.846153846153846,"dna"
"221","RRM2B",6,1,0.846153846153846,"dna"
"222","SAMHD1",6,1,0.846153846153846,"dna"
"223","SEM1",6,1,0.846153846153846,"dna"
"224","SETD2",6,1,0.846153846153846,"dna"
"225","SFN",6,1,0.846153846153846,"dna"
"226","SHLD1",6,1,0.846153846153846,"dna"
"227","SHLD2",6,1,0.846153846153846,"dna"
"228","SHLD3",6,1,0.846153846153846,"dna"
"229","SLF1",6,1,0.846153846153846,"dna"
"230","SLF2",6,1,0.846153846153846,"dna"
"231","SMCHD1",6,1,0.846153846153846,"dna"
"232","SMYD2",6,1,0.846153846153846,"dna"
"233","SNAI1",6,1,0.846153846153846,"dna"
"234","SNAI2",6,1,0.846153846153846,"dna"
"235","SPIRE1",6,1,0.846153846153846,"dna"
"236","SPIRE2",6,1,0.846153846153846,"dna"
"237","SPO11",6,1,0.846153846153846,"dna"
"238","SPRED1",6,1,0.846153846153846,"dna"
"239","SPRED2",6,1,0.846153846153846,"dna"
"240","TERF2",6,1,0.846153846153846,"dna"
"241","TEX15",6,1,0.846153846153846,"dna"
"242","TFIP11",6,1,0.846153846153846,"dna"
"243","TRIAP1",6,1,0.846153846153846,"dna"
"244","TRIP12",6,1,0.846153846153846,"dna"
"245","UBR5",6,1,0.846153846153846,"dna"
"246","USP1",6,1,0.846153846153846,"dna"
"247","USP10",6,1,0.846153846153846,"dna"
"248","USP51",6,1,0.846153846153846,"dna"
"249","WAS",6,1,0.846153846153846,"dna"
"250","WDR48",6,1,0.846153846153846,"dna"
"251","WDR70",6,1,0.846153846153846,"dna"
"252","WRAP53",6,1,0.846153846153846,"dna"
"253","XAB2",6,1,0.846153846153846,"dna"
"254","XRCC2",6,1,0.846153846153846,"dna"
"255","YJU2",6,1,0.846153846153846,"dna"
"256","YY1",6,1,0.846153846153846,"dna"
"257","ZNF365",6,1,0.846153846153846,"dna"
"258","CCNE1",5,1,0.818181818181818,"dna"
"259","CDK2",10,2,0.818181818181818,"dna"
"260","HMGA1",5,1,0.818181818181818,"dna"
"261","HUWE1",5,1,0.818181818181818,"dna"
"262","PRMT6",5,1,0.818181818181818,"dna"
"263","ACTL6A",5,1,0.818181818181818,"dna"
"264","ACTR8",5,1,0.818181818181818,"dna"
"265","ALKBH2",5,1,0.818181818181818,"dna"
"266","ALKBH3",5,1,0.818181818181818,"dna"
"267","AP5S1",5,1,0.818181818181818,"dna"
"268","AP5Z1",5,1,0.818181818181818,"dna"
"269","AQR",5,1,0.818181818181818,"dna"
"270","ARID3A",5,1,0.818181818181818,"dna"
"271","ASCC1",5,1,0.818181818181818,"dna"
"272","ASCC2",5,1,0.818181818181818,"dna"
"273","ASCC3",5,1,0.818181818181818,"dna"
"274","ASTE1",5,1,0.818181818181818,"dna"
"275","ATAD5",5,1,0.818181818181818,"dna"
"276","ATP23",5,1,0.818181818181818,"dna"
"277","ATRIP",5,1,0.818181818181818,"dna"
"278","ATRX",5,1,0.818181818181818,"dna"
"279","AXIN2",5,1,0.818181818181818,"dna"
"280","C14orf39",5,1,0.818181818181818,"dna"
"281","CARM1",5,1,0.818181818181818,"dna"
"282","CASP2",5,1,0.818181818181818,"dna"
"283","CCDC155",5,1,0.818181818181818,"dna"
"284","CDC14B",5,1,0.818181818181818,"dna"
"285","CDC25C",5,1,0.818181818181818,"dna"
"286","CDC45",5,1,0.818181818181818,"dna"
"287","CDC5L",5,1,0.818181818181818,"dna"
"288","CDC7",5,1,0.818181818181818,"dna"
"289","CDCA5",5,1,0.818181818181818,"dna"
"290","CDK9",5,1,0.818181818181818,"dna"
"291","CENPS",5,1,0.818181818181818,"dna"
"292","CENPX",5,1,0.818181818181818,"dna"
"293","CHD1L",5,1,0.818181818181818,"dna"
"294","CIB1",5,1,0.818181818181818,"dna"
"295","CLSPN",5,1,0.818181818181818,"dna"
"296","CNOT10",5,1,0.818181818181818,"dna"
"297","CNOT11",5,1,0.818181818181818,"dna"
"298","CNOT3",5,1,0.818181818181818,"dna"
"299","CNOT9",5,1,0.818181818181818,"dna"
"300","COPS2",5,1,0.818181818181818,"dna"
"301","COPS3",5,1,0.818181818181818,"dna"
"302","COPS4",5,1,0.818181818181818,"dna"
"303","COPS6",5,1,0.818181818181818,"dna"
"304","COPS7A",5,1,0.818181818181818,"dna"
"305","COPS7B",5,1,0.818181818181818,"dna"
"306","COPS8",5,1,0.818181818181818,"dna"
"307","CRADD",5,1,0.818181818181818,"dna"
"308","DHX9",5,1,0.818181818181818,"dna"
"309","DMC1",5,1,0.818181818181818,"dna"
"310","DNTT",5,1,0.818181818181818,"dna"
"311","E2F4",5,1,0.818181818181818,"dna"
"312","E2F7",5,1,0.818181818181818,"dna"
"313","E2F8",5,1,0.818181818181818,"dna"
"314","EID3",5,1,0.818181818181818,"dna"
"315","ENDOV",5,1,0.818181818181818,"dna"
"316","ESCO2",5,1,0.818181818181818,"dna"
"317","ETAA1",5,1,0.818181818181818,"dna"
"318","EXO5",5,1,0.818181818181818,"dna"
"319","FAAP100",5,1,0.818181818181818,"dna"
"320","FAAP20",5,1,0.818181818181818,"dna"
"321","FAAP24",5,1,0.818181818181818,"dna"
"322","FANCA",5,1,0.818181818181818,"dna"
"323","FANCD2",5,1,0.818181818181818,"dna"
"324","FANCE",5,1,0.818181818181818,"dna"
"325","FANCF",5,1,0.818181818181818,"dna"
"326","FANCG",5,1,0.818181818181818,"dna"
"327","FANCI",5,1,0.818181818181818,"dna"
"328","FANCL",5,1,0.818181818181818,"dna"
"329","FGF10",5,1,0.818181818181818,"dna"
"330","FTO",5,1,0.818181818181818,"dna"
"331","FZR1",5,1,0.818181818181818,"dna"
"332","GGN",5,1,0.818181818181818,"dna"
"333","GINS2",5,1,0.818181818181818,"dna"
"334","GINS4",5,1,0.818181818181818,"dna"
"335","GPS1",5,1,0.818181818181818,"dna"
"336","HDAC10",5,1,0.818181818181818,"dna"
"337","HELQ",5,1,0.818181818181818,"dna"
"338","HMGB1",5,1,0.818181818181818,"dna"
"339","HMGN1",5,1,0.818181818181818,"dna"
"340","HUS1B",5,1,0.818181818181818,"dna"
"341","INO80B",5,1,0.818181818181818,"dna"
"342","INO80C",5,1,0.818181818181818,"dna"
"343","INO80D",5,1,0.818181818181818,"dna"
"344","INO80E",5,1,0.818181818181818,"dna"
"345","ISG15",5,1,0.818181818181818,"dna"
"346","ISY1",5,1,0.818181818181818,"dna"
"347","KDM2A",5,1,0.818181818181818,"dna"
"348","MARF1",5,1,0.818181818181818,"dna"
"349","MCM8",5,1,0.818181818181818,"dna"
"350","MCM9",5,1,0.818181818181818,"dna"
"351","MCMDC2",5,1,0.818181818181818,"dna"
"352","MCRS1",5,1,0.818181818181818,"dna"
"353","MEIOC",5,1,0.818181818181818,"dna"
"354","MGME1",5,1,0.818181818181818,"dna"
"355","MLH3",5,1,0.818181818181818,"dna"
"356","MMS22L",5,1,0.818181818181818,"dna"
"357","MORF4L1",5,1,0.818181818181818,"dna"
"358","MTA1",5,1,0.818181818181818,"dna"
"359","NABP2",5,1,0.818181818181818,"dna"
"360","NFRKB",5,1,0.818181818181818,"dna"
"361","NIPBL",5,1,0.818181818181818,"dna"
"362","NPAS2",5,1,0.818181818181818,"dna"
"363","NPLOC4",5,1,0.818181818181818,"dna"
"364","NSMCE2",5,1,0.818181818181818,"dna"
"365","NSMCE4A",5,1,0.818181818181818,"dna"
"366","NUCKS1",5,1,0.818181818181818,"dna"
"367","PAXX",5,1,0.818181818181818,"dna"
"368","PCLAF",5,1,0.818181818181818,"dna"
"369","PLAGL1",5,1,0.818181818181818,"dna"
"370","POLE3",5,1,0.818181818181818,"dna"
"371","POLI",5,1,0.818181818181818,"dna"
"372","POLK",5,1,0.818181818181818,"dna"
"373","PPM1D",5,1,0.818181818181818,"dna"
"374","PRKCG",5,1,0.818181818181818,"dna"
"375","PRMT1",5,1,0.818181818181818,"dna"
"376","RAD17",5,1,0.818181818181818,"dna"
"377","RAD18",5,1,0.818181818181818,"dna"
"378","RAD21",5,1,0.818181818181818,"dna"
"379","RAD21L1",5,1,0.818181818181818,"dna"
"380","RAD54B",5,1,0.818181818181818,"dna"
"381","RAD54L",5,1,0.818181818181818,"dna"
"382","RBL2",5,1,0.818181818181818,"dna"
"383","REC8",5,1,0.818181818181818,"dna"
"384","RECQL",5,1,0.818181818181818,"dna"
"385","REV1",5,1,0.818181818181818,"dna"
"386","REXO4",5,1,0.818181818181818,"dna"
"387","RHNO1",5,1,0.818181818181818,"dna"
"388","RINT1",5,1,0.818181818181818,"dna"
"389","RNASEH2A",5,1,0.818181818181818,"dna"
"390","RNASEH2B",5,1,0.818181818181818,"dna"
"391","RNF111",5,1,0.818181818181818,"dna"
"392","RNF138",5,1,0.818181818181818,"dna"
"393","RPS27L",5,1,0.818181818181818,"dna"
"394","RUVBL1",5,1,0.818181818181818,"dna"
"395","SFPQ",5,1,0.818181818181818,"dna"
"396","SFR1",5,1,0.818181818181818,"dna"
"397","SMARCAD1",5,1,0.818181818181818,"dna"
"398","SMC5",5,1,0.818181818181818,"dna"
"399","SMC6",5,1,0.818181818181818,"dna"
"400","SMG1",5,1,0.818181818181818,"dna"
"401","SOX4",5,1,0.818181818181818,"dna"
"402","SPRTN",5,1,0.818181818181818,"dna"
"403","SSRP1",5,1,0.818181818181818,"dna"
"404","SWI5",5,1,0.818181818181818,"dna"
"405","SWSAP1",5,1,0.818181818181818,"dna"
"406","TAF9",5,1,0.818181818181818,"dna"
"407","TENT4A",5,1,0.818181818181818,"dna"
"408","TFDP1",5,1,0.818181818181818,"dna"
"409","TFDP2",5,1,0.818181818181818,"dna"
"410","TFPT",5,1,0.818181818181818,"dna"
"411","TMEM161A",5,1,0.818181818181818,"dna"
"412","TONSL",5,1,0.818181818181818,"dna"
"413","TOPBP1",5,1,0.818181818181818,"dna"
"414","TP73",5,1,0.818181818181818,"dna"
"415","TREX2",5,1,0.818181818181818,"dna"
"416","TRIM25",5,1,0.818181818181818,"dna"
"417","TRIM28",5,1,0.818181818181818,"dna"
"418","TRIP13",5,1,0.818181818181818,"dna"
"419","UBE2B",5,1,0.818181818181818,"dna"
"420","UBE2L6",5,1,0.818181818181818,"dna"
"421","UBE2T",5,1,0.818181818181818,"dna"
"422","UBE2V1",5,1,0.818181818181818,"dna"
"423","USP43",5,1,0.818181818181818,"dna"
"424","USP45",5,1,0.818181818181818,"dna"
"425","USP7",5,1,0.818181818181818,"dna"
"426","UVRAG",5,1,0.818181818181818,"dna"
"427","UVSSA",5,1,0.818181818181818,"dna"
"428","WRNIP1",5,1,0.818181818181818,"dna"
"429","ZBTB7A",5,1,0.818181818181818,"dna"
"430","ZFYVE26",5,1,0.818181818181818,"dna"
"431","ZNF830",5,1,0.818181818181818,"dna"
"432","ZRANB3",5,1,0.818181818181818,"dna"
"433","ZSWIM7",5,1,0.818181818181818,"dna"
"434","POLE4",5,1,0.818181818181818,"dna"
"435","ERCC6",9,2,0.8,"dna"
"436","XRCC1",9,2,0.8,"dna"
"437","POLB",8,2,0.777777777777778,"dna"
"438","ACD",4,1,0.777777777777778,"dna"
"439","ACER2",4,1,0.777777777777778,"dna"
"440","ACKR3",4,1,0.777777777777778,"dna"
"441","AEN",4,1,0.777777777777778,"dna"
"442","ALKBH1",4,1,0.777777777777778,"dna"
"443","ARMT1",4,1,0.777777777777778,"dna"
"444","ASF1A",4,1,0.777777777777778,"dna"
"445","BATF",4,1,0.777777777777778,"dna"
"446","BAZ1B",4,1,0.777777777777778,"dna"
"447","BCCIP",4,1,0.777777777777778,"dna"
"448","BCL2L12",4,1,0.777777777777778,"dna"
"449","BCL3",4,1,0.777777777777778,"dna"
"450","BCLAF1",4,1,0.777777777777778,"dna"
"451","BOD1L1",4,1,0.777777777777778,"dna"
"452","CEP164",4,1,0.777777777777778,"dna"
"453","CEP63",4,1,0.777777777777778,"dna"
"454","CINP",4,1,0.777777777777778,"dna"
"455","CRY1",4,1,0.777777777777778,"dna"
"456","CSNK1E",4,1,0.777777777777778,"dna"
"457","DDIAS",4,1,0.777777777777778,"dna"
"458","DMAP1",4,1,0.777777777777778,"dna"
"459","EEPD1",4,1,0.777777777777778,"dna"
"460","ELL3",4,1,0.777777777777778,"dna"
"461","EMSY",4,1,0.777777777777778,"dna"
"462","EPC2",4,1,0.777777777777778,"dna"
"463","ERCC3",8,2,0.777777777777778,"dna"
"464","FBXO31",4,1,0.777777777777778,"dna"
"465","FBXO4",4,1,0.777777777777778,"dna"
"466","FBXO5",4,1,0.777777777777778,"dna"
"467","FEM1B",4,1,0.777777777777778,"dna"
"468","FMR1",4,1,0.777777777777778,"dna"
"469","GIGYF2",4,1,0.777777777777778,"dna"
"470","GRB2",4,1,0.777777777777778,"dna"
"471","GTF2H1",8,2,0.777777777777778,"dna"
"472","GTF2H2C",4,1,0.777777777777778,"dna"
"473","GTF2H2C_2",4,1,0.777777777777778,"dna"
"474","HINFP",4,1,0.777777777777778,"dna"
"475","HIST3H2A",4,1,0.777777777777778,"dna"
"476","HMGB2",4,1,0.777777777777778,"dna"
"477","HNRNPK",4,1,0.777777777777778,"dna"
"478","IER3",4,1,0.777777777777778,"dna"
"479","IGHMBP2",4,1,0.777777777777778,"dna"
"480","ING2",4,1,0.777777777777778,"dna"
"481","ING4",4,1,0.777777777777778,"dna"
"482","INIP",4,1,0.777777777777778,"dna"
"483","INTS3",4,1,0.777777777777778,"dna"
"484","JMY",4,1,0.777777777777778,"dna"
"485","KIF22",4,1,0.777777777777778,"dna"
"486","KIN",4,1,0.777777777777778,"dna"
"487","MAPK14",4,1,0.777777777777778,"dna"
"488","MC1R",4,1,0.777777777777778,"dna"
"489","MEN1",4,1,0.777777777777778,"dna"
"490","MORF4L2",4,1,0.777777777777778,"dna"
"491","MSH4",4,1,0.777777777777778,"dna"
"492","MSH5",4,1,0.777777777777778,"dna"
"493","MYO6",4,1,0.777777777777778,"dna"
"494","NACC2",4,1,0.777777777777778,"dna"
"495","NCOA6",4,1,0.777777777777778,"dna"
"496","NEK4",4,1,0.777777777777778,"dna"
"497","NONO",4,1,0.777777777777778,"dna"
"498","NSMCE3",4,1,0.777777777777778,"dna"
"499","PAGR1",4,1,0.777777777777778,"dna"
"500","PARP10",4,1,0.777777777777778,"dna"
"501","PARP4",4,1,0.777777777777778,"dna"
"502","PDS5A",4,1,0.777777777777778,"dna"
"503","PDS5B",4,1,0.777777777777778,"dna"
"504","PIF1",4,1,0.777777777777778,"dna"
"505","PML",8,2,0.777777777777778,"dna"
"506","PMS1",4,1,0.777777777777778,"dna"
"507","PMS2P1",4,1,0.777777777777778,"dna"
"508","PMS2P11",4,1,0.777777777777778,"dna"
"509","PMS2P3",4,1,0.777777777777778,"dna"
"510","PMS2P5",4,1,0.777777777777778,"dna"
"511","PMS2P6",4,1,0.777777777777778,"dna"
"512","POLG2",4,1,0.777777777777778,"dna"
"513","PPP1R10",4,1,0.777777777777778,"dna"
"514","PRIMPOL",4,1,0.777777777777778,"dna"
"515","PTTG1",4,1,0.777777777777778,"dna"
"516","PWWP3A",4,1,0.777777777777778,"dna"
"517","RBM14",4,1,0.777777777777778,"dna"
"518","RBM17",4,1,0.777777777777778,"dna"
"519","RNF113A",4,1,0.777777777777778,"dna"
"520","RPAIN",4,1,0.777777777777778,"dna"
"521","RPS6KA6",4,1,0.777777777777778,"dna"
"522","SFRP2",4,1,0.777777777777778,"dna"
"523","SHISA5",4,1,0.777777777777778,"dna"
"524","SHPRH",4,1,0.777777777777778,"dna"
"525","SMARCAL1",4,1,0.777777777777778,"dna"
"526","SMC1A",4,1,0.777777777777778,"dna"
"527","SMC3",4,1,0.777777777777778,"dna"
"528","SP100",4,1,0.777777777777778,"dna"
"529","SPATA22",4,1,0.777777777777778,"dna"
"530","STK33",4,1,0.777777777777778,"dna"
"531","SUPT16H",4,1,0.777777777777778,"dna"
"532","SYCP1",4,1,0.777777777777778,"dna"
"533","TAF9B",4,1,0.777777777777778,"dna"
"534","TAOK1",4,1,0.777777777777778,"dna"
"535","TAOK3",4,1,0.777777777777778,"dna"
"536","TEX12",4,1,0.777777777777778,"dna"
"537","TFAP4",4,1,0.777777777777778,"dna"
"538","THOC1",4,1,0.777777777777778,"dna"
"539","THOC5",4,1,0.777777777777778,"dna"
"540","TICRR",4,1,0.777777777777778,"dna"
"541","TIPIN",4,1,0.777777777777778,"dna"
"542","TNP1",4,1,0.777777777777778,"dna"
"543","TPT1",4,1,0.777777777777778,"dna"
